20140624152455,172.31.10.101,60641,198.202.120.7,5001,3,0.0-1.0,3055616,24444928
20140624152456,172.31.10.101,60641,198.202.120.7,5001,3,1.0-2.0,4431872,35454976
20140624152457,172.31.10.101,60641,198.202.120.7,5001,3,2.0-3.0,2998272,23986176
20140624152458,172.31.10.101,60641,198.202.120.7,5001,3,3.0-4.0,3063808,24510464
20140624152459,172.31.10.101,60641,198.202.120.7,5001,3,4.0-5.0,4366336,34930688
20140624152500,172.31.10.101,60641,198.202.120.7,5001,3,5.0-6.0,2998272,23986176
20140624152501,172.31.10.101,60641,198.202.120.7,5001,3,6.0-7.0,4431872,35454976
20140624152502,172.31.10.101,60641,198.202.120.7,5001,3,7.0-8.0,3055616,24444928
20140624152503,172.31.10.101,60641,198.202.120.7,5001,3,8.0-9.0,4366336,34930688
20140624152504,172.31.10.101,60641,198.202.120.7,5001,3,9.0-10.0,2932736,23461888
20140624152504,172.31.10.101,60641,198.202.120.7,5001,3,0.0-10.1,35708928,28417543
